Publication Date,Fiscal Year,Fundind Source Name,FPS Group,FPS Group Name,Agency Number,Agency Name,Revenue Category,Revenue Category Name,Revenue Class Code,Revenue Class Name,Budget Code,Revenue Source,Revenue Source Name,Revenue Structure Description,Adopted Budget Amount,Current Modified Budget Amount,Yr1_FY,Year 1 Revenue Amount,Year 2 Revenue Amount,Year 3 Revenue Amount,Year 4 Revenue Amount
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6200,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER/FEES-NCC,3663813,3663813,2017,3663813,3663813,3663813,3663813
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6215,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE-NCC,109000,109000,2017,109000,109000,109000,109000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6300,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER/FEES-BX.COMMUNITY,44598231,44598231,2017,44598231,44598231,44598231,44598231
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6310,00461,HIGHER EDUC SER/FEES COMM COLL,BRONX - A.C.E. FEES,489794,489794,2017,489794,489794,489794,489794
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6315,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE-BRONX,2127000,2127000,2017,2127000,2127000,2127000,2127000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6320,00461,HIGHER EDUC SER/FEES COMM COLL,LANGUAGE IMMERSION,133000,133000,2017,133000,133000,133000,133000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6400,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER/FEES-QUEENSBOROUGH,64119813,64119813,2017,64119813,64119813,64119813,64119813
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6410,00461,HIGHER EDUC SER/FEES COMM COLL,QUEENSBORO A.C.E. FEES,1514256,1514256,2017,1514256,1514256,1514256,1514256
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6415,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE-QUEENSBOROUGH,2737000,2737000,2017,2737000,2737000,2737000,2737000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6500,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER.FEES-KINGSBOROUGH,59409771,59409771,2017,59409771,59409771,59409771,59409771
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6510,00461,HIGHER EDUC SER/FEES COMM COLL,KINGSBORO-A.C.E.FEES,3567553,3567553,2017,3567553,3567553,3567553,3567553
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6515,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE-KINGSBOROUGH,2795000,2795000,2017,2795000,2795000,2795000,2795000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6520,00461,HIGHER EDUC SER/FEES COMM COLL,LANGUAGE IMMERSION-KINGSBORO,33000,33000,2017,33000,33000,33000,33000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6600,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER.FEES-MANHATTAN CC,116286353,116286353,2017,116286353,116286353,116286353,116286353
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6610,00461,HIGHER EDUC SER/FEES COMM COLL,MANHATTAN-A.C.E.FEES,568566,568566,2017,568566,568566,568566,568566
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6615,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE- B.MANHATTAN CC,5343000,5343000,2017,5343000,5343000,5343000,5343000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6620,00461,HIGHER EDUC SER/FEES COMM COLL,LANGUAGE IMMERSION,39000,39000,2017,39000,39000,39000,39000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6800,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER.FEES-HOSTOS COMMUN,27857492,27857492,2017,27857492,27857492,27857492,27857492
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6810,00461,HIGHER EDUC SER/FEES COMM COLL,HOSTOS-A.C.E. FEES,670231,670231,2017,670231,670231,670231,670231
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6815,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE-HOSTOS,1256000,1256000,2017,1256000,1256000,1256000,1256000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6820,00461,HIGHER EDUC SER/FEES COMM COLL,LANGUAGE IMMERSION,14000,14000,2017,14000,14000,14000,14000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6900,00461,HIGHER EDUC SER/FEES COMM COLL,HI.ED SER.FEES-LA GUARDIA CC,70412935,70412935,2017,70412935,70412935,70412935,70412935
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6910,00461,HIGHER EDUC SER/FEES COMM COLL,LA GUARDIA-A.C.E. FEES,3189600,3189600,2017,3189600,3189600,3189600,3189600
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6915,00461,HIGHER EDUC SER/FEES COMM COLL,TECHNOLOGY FEE-LAGUARDIA,3119000,3119000,2017,3119000,3119000,3119000,3119000
2016 11 17,2017,City Funds,19,Charges for Service,042,City University of New York,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,6920,00461,HIGHER EDUC SER/FEES COMM COLL,LANGUAGE IMMERSION-LAGUARDIA,57000,57000,2017,57000,57000,57000,57000
2016 11 17,2017,City Funds,19,Charges for Service,056,Police Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1620,00470,OTHER SERVICES AND FEES,STOLEN PROPERTY REPORT FEES,500000,500000,2017,500000,500000,500000,500000
2016 11 17,2017,City Funds,19,Charges for Service,056,Police Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,4300,00470,OTHER SERVICES AND FEES,FINGERPRINT FEES,210000,210000,2017,210000,210000,210000,210000
2016 11 17,2017,City Funds,19,Charges for Service,056,Police Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5000,00470,OTHER SERVICES AND FEES,PAID DETAIL PROGRAM,1784000,1784000,2017,1784000,1784000,1784000,1784000
2016 11 17,2017,City Funds,19,Charges for Service,056,Police Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,7000,00470,OTHER SERVICES AND FEES,REIMBURSEMENT OF OVERTIME,3600000,3600000,2017,3600000,3600000,3600000,3600000
2016 11 17,2017,City Funds,19,Charges for Service,056,Police Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,7410,00470,OTHER SERVICES AND FEES,NYPD TOWING OPERATIONS,23995000,23995000,2017,23995000,23995000,23995000,23995000
2016 11 17,2017,City Funds,19,Charges for Service,056,Police Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,7495,00472,PARKING METER REVENUES,ARTERIAL TOW FEES,586000,586000,2017,586000,586000,586000,586000
2016 11 17,2017,City Funds,19,Charges for Service,057,Fire Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,3100,00470,OTHER SERVICES AND FEES,2% FIRE INSURANCE FEES,28557000,28557000,2017,28557000,28557000,28557000,28557000
2016 11 17,2017,City Funds,19,Charges for Service,057,Fire Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5610,00470,OTHER SERVICES AND FEES,FIRE PREVENTION LIENS,3600000,3600000,2017,3600000,3600000,3600000,3600000
2016 11 17,2017,City Funds,19,Charges for Service,057,Fire Department,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5640,00470,OTHER SERVICES AND FEES,FIRE INSPECTION FEES,58120000,58120000,2017,58120000,57220000,57220000,57220000
2016 11 17,2017,City Funds,19,Charges for Service,069,Department of Social Services,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0031,00470,OTHER SERVICES AND FEES,CHILD SUPPORT FEE,225000,225000,2017,225000,225000,225000,225000
2016 11 17,2017,City Funds,19,Charges for Service,072,Department of Correction,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0401,00482,COMMISSARY FUNDS,COMMISSARY FUNDS,13000000,13000000,2017,13000000,13000000,13000000,13000000
2016 11 17,2017,City Funds,19,Charges for Service,103,City Clerk,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0101,00476,ADMINISTRATIVE SERV TO PUBLIC,CEREMONY & SEARCH FEES,2828000,2828000,2017,2828000,2828000,2828000,2828000
2016 11 17,2017,City Funds,19,Charges for Service,127,Financial Information Services Agency,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0101,00476,ADMINISTRATIVE SERV TO PUBLIC,CHECK FEES,300000,300000,2017,300000,300000,300000,300000
2016 11 17,2017,City Funds,19,Charges for Service,131,Office of Payroll Administration,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1000,00470,OTHER SERVICES AND FEES,POLITICAL CONTRIBUTION FEES,68000,68000,2017,68000,68000,68000,68000
2016 11 17,2017,City Funds,19,Charges for Service,131,Office of Payroll Administration,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1100,00470,OTHER SERVICES AND FEES,DOCUMENT FEES,10000,10000,2017,10000,10000,10000,10000
2016 11 17,2017,City Funds,19,Charges for Service,131,Office of Payroll Administration,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1200,00470,OTHER SERVICES AND FEES,AGENCY PAYROLL FEES,40000,40000,2017,0,0,0,0
2016 11 17,2017,City Funds,19,Charges for Service,131,Office of Payroll Administration,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1000,00476,ADMINISTRATIVE SERV TO PUBLIC,UNION DUES FEE,420000,420000,2017,420000,420000,420000,420000
2016 11 17,2017,City Funds,19,Charges for Service,131,Office of Payroll Administration,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1100,00476,ADMINISTRATIVE SERV TO PUBLIC,INSURANCE DEDUCTION FEES,98000,98000,2017,98000,98000,98000,98000
2016 11 17,2017,City Funds,19,Charges for Service,156,NYC Taxi and Limousine Commission,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0201,00470,OTHER SERVICES AND FEES,TAXI INSPECTION & TLC FEES,9000000,9000000,2017,9000000,9000000,9000000,9000000
2016 11 17,2017,City Funds,19,Charges for Service,312,Conflicts of Interest Board,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0101,00470,OTHER SERVICES AND FEES,LATE FILING FEES,99000,99000,2017,99000,99000,99000,99000
2016 11 17,2017,City Funds,19,Charges for Service,781,Department of Probation,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0201,00470,OTHER SERVICES AND FEES,OFFICERS SHIELDS AND RECORDS,2000,2000,2017,2000,2000,2000,2000
2016 11 17,2017,City Funds,19,Charges for Service,781,Department of Probation,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2101,00470,OTHER SERVICES AND FEES,DWI/DUI FEES,300000,300000,2017,300000,300000,300000,300000
2016 11 17,2017,City Funds,19,Charges for Service,801,Department of Small Business Services,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0401,00476,ADMINISTRATIVE SERV TO PUBLIC,ENERGY COST SAVINGS FEES,50000,50000,2017,50000,50000,50000,50000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2103,00470,OTHER SERVICES AND FEES,420-C FEES FOR TAX-EXEMPT PROG,20000,20000,2017,500000,200000,200000,200000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2108,00470,OTHER SERVICES AND FEES,TAX CREDIT FEES,2059000,2059000,2017,2059000,2059000,2059000,2059000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2109,00470,OTHER SERVICES AND FEES,INCLUSIONARY HOUSING FEE,1662000,1662000,2017,1662000,1662000,1662000,1662000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2110,00470,OTHER SERVICES AND FEES,J-51 TAX EXEMPT/ABATEMENT FEES,1200000,1200000,2017,1200000,1200000,1200000,1200000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2114,00470,OTHER SERVICES AND FEES,AGREEMENT FEES,42750,42750,2017,42750,42750,42750,42750
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2185,00470,OTHER SERVICES AND FEES,COMMITMENT FEES,1166500,1166500,2017,700000,1166500,1166500,1166500
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2187,00470,OTHER SERVICES AND FEES,CONH FEE,70500,70500,2017,70500,70500,70500,70500
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2300,00470,OTHER SERVICES AND FEES,SECTION 421(A) TAX EXEMPT FEES,6680200,6680200,2017,22000000,6680200,6680200,6680200
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,2301,00470,OTHER SERVICES AND FEES,MORTGAGE REFINANCE FEE,476000,476000,2017,476000,476000,476000,476000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,3200,00470,OTHER SERVICES AND FEES,MULTIPLE DWELLING & COPY FEES,316000,316000,2017,316000,316000,316000,316000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,3214,00470,OTHER SERVICES AND FEES,HEAT/HOT WATER INSPECTION FEE,10000,10000,2017,10000,10000,10000,10000
2016 11 17,2017,City Funds,19,Charges for Service,806,Housing Preservation and Development,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,3215,00470,OTHER SERVICES AND FEES,DISMISSAL REQUEST,240000,240000,2017,240000,240000,240000,240000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5111,00470,OTHER SERVICES AND FEES,BUILDING INSPECTION FEES,12620000,12620000,2017,12620000,12620000,12620000,12620000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5139,00470,OTHER SERVICES AND FEES,SCAFFOLD NOTIFICATION FEES,375000,375000,2017,375000,375000,375000,375000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5146,00470,OTHER SERVICES AND FEES,ELECTRICAL INSPECTION FEES,6500000,6500000,2017,6500000,6500000,6500000,6500000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5211,00470,OTHER SERVICES AND FEES,MICROFILM FEES,9118000,9118000,2017,9118000,8398000,8453000,8453000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5411,00470,OTHER SERVICES AND FEES,REINSPECTION FEES,200000,200000,2017,200000,200000,200000,200000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5650,00470,OTHER SERVICES AND FEES,LOFT BOARD FEES,595000,595000,2017,595000,595000,595000,595000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5211,00476,ADMINISTRATIVE SERV TO PUBLIC,ELEVATOR INSPECTION FEES,5490000,5490000,2017,5490000,5490000,5490000,5490000
2016 11 17,2017,City Funds,19,Charges for Service,810,Department of Buildings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,5311,00476,ADMINISTRATIVE SERV TO PUBLIC,UNSAFE BUILDING FEES,45000,45000,2017,45000,45000,45000,45000
2016 11 17,2017,City Funds,19,Charges for Service,816,Department of Health and Mental Hygiene,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1501,00430,HEALTH SERVICES/FEES,CHIEF MEDICAL RECORDS FEES,100000,100000,2017,100000,100000,100000,100000
2016 11 17,2017,City Funds,19,Charges for Service,816,Department of Health and Mental Hygiene,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,3003,00430,HEALTH SERVICES/FEES,BIRTH & DEATH CERTIFICATES,9000000,9000000,2017,9000000,9000000,9000000,9000000
2016 11 17,2017,City Funds,19,Charges for Service,816,Department of Health and Mental Hygiene,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,8100,00430,HEALTH SERVICES/FEES,HEALTH ACADEMY COURSES,1531000,1531000,2017,1531000,1531000,1531000,1531000
2016 11 17,2017,City Funds,19,Charges for Service,816,Department of Health and Mental Hygiene,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,8300,00430,HEALTH SERVICES/FEES,RADIATION MATERIAL & EQUIP.,650000,650000,2017,650000,650000,650000,650000
2016 11 17,2017,City Funds,19,Charges for Service,816,Department of Health and Mental Hygiene,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,3003,00476,ADMINISTRATIVE SERV TO PUBLIC,CORRECTION & AMENDMENT FEE,644000,644000,2017,644000,644000,644000,644000
2016 11 17,2017,City Funds,19,Charges for Service,816,Department of Health and Mental Hygiene,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,8100,00476,ADMINISTRATIVE SERV TO PUBLIC,PEST CONTROL FEES,3700000,3700000,2017,3700000,3700000,3700000,3700000
2016 11 17,2017,City Funds,19,Charges for Service,820,Office of Administrative Trials and Hearings,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1092,00476,ADMINISTRATIVE SERV TO PUBLIC,OATH HEARING FEES,11000,11000,2017,11000,11000,11000,11000
2016 11 17,2017,City Funds,19,Charges for Service,826,Department of Environmental Protection,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0071,00470,OTHER SERVICES AND FEES,SARA FEES,3800000,3800000,2017,3800000,3800000,3800000,3800000
2016 11 17,2017,City Funds,19,Charges for Service,826,Department of Environmental Protection,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0294,00470,OTHER SERVICES AND FEES,WS - HYDROELECTRIC PROGRAM,5942000,5942000,2017,5942000,5942000,5942000,5942000
2016 11 17,2017,City Funds,19,Charges for Service,826,Department of Environmental Protection,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,7007,00470,OTHER SERVICES AND FEES,E-DESIGNATION & HAZ WASTE FEES,689000,689000,2017,689000,689000,689000,689000
2016 11 17,2017,City Funds,19,Charges for Service,826,Department of Environmental Protection,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0041,00476,ADMINISTRATIVE SERV TO PUBLIC,BIDS AND SPECIFICATIONS,150000,150000,2017,150000,150000,150000,150000
2016 11 17,2017,City Funds,19,Charges for Service,827,Department of Sanitation,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1081,00420,SANITATION SERVICES/FEES,"GENERAL FEES - BADGES, EQUIPT",10000,10000,2017,10000,10000,10000,10000
2016 11 17,2017,City Funds,19,Charges for Service,827,Department of Sanitation,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1054,00470,OTHER SERVICES AND FEES,PEST CONTROL FEES,440000,440000,2017,440000,440000,440000,440000
2016 11 17,2017,City Funds,19,Charges for Service,827,Department of Sanitation,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1514,00470,OTHER SERVICES AND FEES,DYNAMOMETER EMISSIONS FEES,100000,100000,2017,100000,100000,100000,100000
